state,state_abbr,year,scenario,scenario_label,data_type,observed_temp_2025_c,projected_temp_c,temp_change_from_2025_c
Alabama,AL,2025,ssp126,Low emissions (SSP126),observed,18.09787435669212,18.09787435669212,0.0
Alabama,AL,2026,ssp126,Low emissions (SSP126),projected,18.09787435669212,16.462328522349303,-1.635545834342821
Alabama,AL,2027,ssp126,Low emissions (SSP126),projected,18.09787435669212,15.981334038554975,-2.1165403181371465
Alabama,AL,2028,ssp126,Low emissions (SSP126),projected,18.09787435669212,15.844418394146874,-2.253455962545249
Alabama,AL,2029,ssp126,Low emissions (SSP126),projected,18.09787435669212,16.50778156760143,-1.5900927890906909
Alabama,AL,2030,ssp126,Low emissions (SSP126),projected,18.09787435669212,15.73332076808301,-2.3645535886091116
Alabama,AL,2031,ssp126,Low emissions (SSP126),projected,18.09787435669212,15.723204465011516,-2.374669891680606
Alabama,AL,2032,ssp126,Low emissions (SSP126),projected,18.09787435669212,17.355736431248683,-0.7421379254434389
Alabama,AL,2033,ssp126,Low emissions (SSP126),projected,18.09787435669212,15.471033451920567,-2.6268409047715555
Alabama,AL,2034,ssp126,Low emissions (SSP126),projected,18.09787435669212,16.98448291454895,-1.1133914421431748
Alabama,AL,2035,ssp126,Low emissions (SSP126),projected,18.09787435669212,15.95522274709903,-2.1426516095930914
Alabama,AL,2036,ssp126,Low emissions (SSP126),projected,18.09787435669212,16.111487143260334,-1.9863872134317897
Alabama,AL,2025,ssp245,Medium emissions (SSP245),observed,18.09787435669212,18.09787435669212,0.0
Alabama,AL,2026,ssp245,Medium emissions (SSP245),projected,18.09787435669212,16.104699839614554,-1.993174517077569
Alabama,AL,2027,ssp245,Medium emissions (SSP245),projected,18.09787435669212,16.967415237498404,-1.13045911919372
Alabama,AL,2028,ssp245,Medium emissions (SSP245),projected,18.09787435669212,15.528018594210089,-2.569855762482032
Alabama,AL,2029,ssp245,Medium emissions (SSP245),projected,18.09787435669212,16.64994993055858,-1.4479244261335413
Alabama,AL,2030,ssp245,Medium emissions (SSP245),projected,18.09787435669212,16.41529193124732,-1.6825824254448014
Alabama,AL,2031,ssp245,Medium emissions (SSP245),projected,18.09787435669212,17.20907539815378,-0.8887989585383428
Alabama,AL,2032,ssp245,Medium emissions (SSP245),projected,18.09787435669212,16.18824003536795,-1.9096343213241713
Alabama,AL,2033,ssp245,Medium emissions (SSP245),projected,18.09787435669212,16.4458931958039,-1.6519811608882196
Alabama,AL,2034,ssp245,Medium emissions (SSP245),projected,18.09787435669212,16.63931871852235,-1.4585556381697706
Alabama,AL,2035,ssp245,Medium emissions (SSP245),projected,18.09787435669212,15.916569390624584,-2.1813049660675357
Alabama,AL,2036,ssp245,Medium emissions (SSP245),projected,18.09787435669212,16.250169209529844,-1.8477051471622763
Alabama,AL,2025,ssp585,High emissions (SSP585),observed,18.09787435669212,18.09787435669212,0.0
Alabama,AL,2026,ssp585,High emissions (SSP585),projected,18.09787435669212,15.72206166148042,-2.3758126952116996
Alabama,AL,2027,ssp585,High emissions (SSP585),projected,18.09787435669212,16.68255554614221,-1.4153188105499084
Alabama,AL,2028,ssp585,High emissions (SSP585),projected,18.09787435669212,16.02474544387056,-2.0731289128215593
Alabama,AL,2029,ssp585,High emissions (SSP585),projected,18.09787435669212,16.08993886549793,-2.0079354911941927
Alabama,AL,2030,ssp585,High emissions (SSP585),projected,18.09787435669212,15.697337248894959,-2.4005371077971636
Alabama,AL,2031,ssp585,High emissions (SSP585),projected,18.09787435669212,15.973222576692434,-2.124651779999686
Alabama,AL,2032,ssp585,High emissions (SSP585),projected,18.09787435669212,16.0697439796916,-2.02813037700052
Alabama,AL,2033,ssp585,High emissions (SSP585),projected,18.09787435669212,16.125431043855265,-1.9724433128368564
Alabama,AL,2034,ssp585,High emissions (SSP585),projected,18.09787435669212,17.465166553357985,-0.632707803334136
Alabama,AL,2035,ssp585,High emissions (SSP585),projected,18.09787435669212,17.72926665602688,-0.3686077006652458
Alabama,AL,2036,ssp585,High emissions (SSP585),projected,18.09787435669212,16.57430876419596,-1.5235655924961642
Alaska,AK,2025,ssp126,Low emissions (SSP126),observed,-1.7678869118406106,-1.7678869118406106,0.0
Alaska,AK,2026,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-1.4024101046641755,0.3654768071764351
Alaska,AK,2027,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-3.0829414123614822,-1.3150545005208711
Alaska,AK,2028,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-2.643653200815467,-0.8757662889748562
Alaska,AK,2029,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-2.0103454233017004,-0.24245851146109015
Alaska,AK,2030,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-2.079660350341725,-0.3117734385011144
Alaska,AK,2031,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-1.278778969090648,0.48910794274996255
Alaska,AK,2032,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-3.0643982927291353,-1.2965113808885247
Alaska,AK,2033,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-2.7259527582131646,-0.9580658463725545
Alaska,AK,2034,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-2.0004653362353113,-0.23257842439470092
Alaska,AK,2035,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-3.121782493186389,-1.353895581345778
Alaska,AK,2036,ssp126,Low emissions (SSP126),projected,-1.7678869118406106,-3.231587898970369,-1.4637009871297586
Alaska,AK,2025,ssp245,Medium emissions (SSP245),observed,-1.7678869118406106,-1.7678869118406106,0.0
Alaska,AK,2026,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-1.8700004351898116,-0.10211352334920085
Alaska,AK,2027,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-3.0863644767490053,-1.318477564908395
Alaska,AK,2028,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-1.6785752979621298,0.08931161387848048
Alaska,AK,2029,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-3.317891911852834,-1.550005000012223
Alaska,AK,2030,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-1.809820933502937,-0.04193402166232598
Alaska,AK,2031,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-2.6508032657838827,-0.8829163539432726
Alaska,AK,2032,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-1.2156365963077955,0.552250315532815
Alaska,AK,2033,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-2.6747351088362508,-0.9068481969956402
Alaska,AK,2034,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-2.6022841654933555,-0.8343972536527448
Alaska,AK,2035,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-0.9000754235850438,0.8678114882555666
Alaska,AK,2036,ssp245,Medium emissions (SSP245),projected,-1.7678869118406106,-1.7066614004681437,0.06122551137246639
Alaska,AK,2025,ssp585,High emissions (SSP585),observed,-1.7678869118406106,-1.7678869118406106,0.0
Alaska,AK,2026,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-1.3407683029361892,0.4271186089044212
Alaska,AK,2027,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-3.6141926996807174,-1.8463057878401075
Alaska,AK,2028,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-2.6519263112420166,-0.8840393994014055
Alaska,AK,2029,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-1.4528561903792907,0.3150307214613198
Alaska,AK,2030,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-2.0436188140201788,-0.2757319021795683
Alaska,AK,2031,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-0.5394477711531638,1.2284391406874469
Alaska,AK,2032,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-1.9558500207306524,-0.18796310889004214
Alaska,AK,2033,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-1.9834516930102317,-0.21556478116962127
Alaska,AK,2034,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-3.6599463783516937,-1.8920594665110833
Alaska,AK,2035,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-3.175897005849516,-1.408010094008905
Alaska,AK,2036,ssp585,High emissions (SSP585),projected,-1.7678869118406106,-1.0882401725589463,0.6796467392816642
Arizona,AZ,2025,ssp126,Low emissions (SSP126),observed,17.1998226095375,17.1998226095375,0.0
Arizona,AZ,2026,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.797800974784227,-1.4020216347532675
Arizona,AZ,2027,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.341046052169958,-1.8587765573675359
Arizona,AZ,2028,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.028430433200857,-2.1713921763366386
Arizona,AZ,2029,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.958133235881768,-1.241689373655728
Arizona,AZ,2030,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.35358463785321,-1.8462379716842854
Arizona,AZ,2031,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.207705720203194,-1.9921168893343049
Arizona,AZ,2032,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.932353911224533,-1.2674686983129628
Arizona,AZ,2033,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.13164775259134,-2.068174856946155
Arizona,AZ,2034,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.287769752166154,-1.912052857371345
Arizona,AZ,2035,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.329925142814657,-1.8698974667228383
Arizona,AZ,2036,ssp126,Low emissions (SSP126),projected,17.1998226095375,15.29182450493723,-1.907998104600267
Arizona,AZ,2025,ssp245,Medium emissions (SSP245),observed,17.1998226095375,17.1998226095375,0.0
Arizona,AZ,2026,ssp245,Medium emissions (SSP245),projected,17.1998226095375,15.897625528780493,-1.3021970807570014
Arizona,AZ,2027,ssp245,Medium emissions (SSP245),projected,17.1998226095375,15.710600014178434,-1.489222595359061
Arizona,AZ,2028,ssp245,Medium emissions (SSP245),projected,17.1998226095375,15.448323968589975,-1.7514986409475186
Arizona,AZ,2029,ssp245,Medium emissions (SSP245),projected,17.1998226095375,15.818734346905316,-1.3810882626321803
Arizona,AZ,2030,ssp245,Medium emissions (SSP245),projected,17.1998226095375,15.288232226760172,-1.911590382777322
Arizona,AZ,2031,ssp245,Medium emissions (SSP245),projected,17.1998226095375,16.531188875380508,-0.6686337341569899
Arizona,AZ,2032,ssp245,Medium emissions (SSP245),projected,17.1998226095375,15.917062127963254,-1.2827604815742402
Arizona,AZ,2033,ssp245,Medium emissions (SSP245),projected,17.1998226095375,16.541944835986783,-0.6578777735507132
Arizona,AZ,2034,ssp245,Medium emissions (SSP245),projected,17.1998226095375,15.55149503440135,-1.648327575136145
Arizona,AZ,2035,ssp245,Medium emissions (SSP245),projected,17.1998226095375,15.428881296974101,-1.7709413125633948
Arizona,AZ,2036,ssp245,Medium emissions (SSP245),projected,17.1998226095375,15.73998631579802,-1.4598362937394758
Arizona,AZ,2025,ssp585,High emissions (SSP585),observed,17.1998226095375,17.1998226095375,0.0
Arizona,AZ,2026,ssp585,High emissions (SSP585),projected,17.1998226095375,15.854179642812028,-1.3456429667254735
Arizona,AZ,2027,ssp585,High emissions (SSP585),projected,17.1998226095375,16.47212486040374,-0.7276977491337525
Arizona,AZ,2028,ssp585,High emissions (SSP585),projected,17.1998226095375,14.29151474544011,-2.908307864097385
Arizona,AZ,2029,ssp585,High emissions (SSP585),projected,17.1998226095375,14.98898840104502,-2.2108342084924777
Arizona,AZ,2030,ssp585,High emissions (SSP585),projected,17.1998226095375,16.710876531891653,-0.4889460776458426
Arizona,AZ,2031,ssp585,High emissions (SSP585),projected,17.1998226095375,15.763961366516153,-1.4358612430213427
Arizona,AZ,2032,ssp585,High emissions (SSP585),projected,17.1998226095375,14.665085925991303,-2.534736683546194
Arizona,AZ,2033,ssp585,High emissions (SSP585),projected,17.1998226095375,15.313577230353605,-1.8862453791838916
Arizona,AZ,2034,ssp585,High emissions (SSP585),projected,17.1998226095375,15.448570776731227,-1.7512518328062694
Arizona,AZ,2035,ssp585,High emissions (SSP585),projected,17.1998226095375,16.827881763623548,-0.3719408459139486
Arizona,AZ,2036,ssp585,High emissions (SSP585),projected,17.1998226095375,13.938405767318145,-3.2614168422193517
Arkansas,AR,2025,ssp126,Low emissions (SSP126),observed,17.0073612014713,17.0073612014713,0.0
Arkansas,AR,2026,ssp126,Low emissions (SSP126),projected,17.0073612014713,15.954544228685503,-1.0528169727857986
Arkansas,AR,2027,ssp126,Low emissions (SSP126),projected,17.0073612014713,15.375838382841708,-1.6315228186295938
Arkansas,AR,2028,ssp126,Low emissions (SSP126),projected,17.0073612014713,15.101888454475544,-1.9054727469957538
Arkansas,AR,2029,ssp126,Low emissions (SSP126),projected,17.0073612014713,15.895763670083142,-1.1115975313881599
Arkansas,AR,2030,ssp126,Low emissions (SSP126),projected,17.0073612014713,14.534857021129028,-2.472504180342271
Arkansas,AR,2031,ssp126,Low emissions (SSP126),projected,17.0073612014713,14.212360671381163,-2.795000530090138
Arkansas,AR,2032,ssp126,Low emissions (SSP126),projected,17.0073612014713,15.709819509927923,-1.2975416915433755
Arkansas,AR,2033,ssp126,Low emissions (SSP126),projected,17.0073612014713,14.138801434848364,-2.8685597666229374
Arkansas,AR,2034,ssp126,Low emissions (SSP126),projected,17.0073612014713,15.78095216876034,-1.2264090327109596
Arkansas,AR,2035,ssp126,Low emissions (SSP126),projected,17.0073612014713,14.653248190571931,-2.3541130108993693
Arkansas,AR,2036,ssp126,Low emissions (SSP126),projected,17.0073612014713,14.63850405628051,-2.3688571451907903
Arkansas,AR,2025,ssp245,Medium emissions (SSP245),observed,17.0073612014713,17.0073612014713,0.0
Arkansas,AR,2026,ssp245,Medium emissions (SSP245),projected,17.0073612014713,14.630548067839042,-2.376813133632258
Arkansas,AR,2027,ssp245,Medium emissions (SSP245),projected,17.0073612014713,15.674927986946837,-1.3324332145244642
Arkansas,AR,2028,ssp245,Medium emissions (SSP245),projected,17.0073612014713,15.000134033960212,-2.0072271675110875
Arkansas,AR,2029,ssp245,Medium emissions (SSP245),projected,17.0073612014713,16.34165848008568,-0.6657027213856216
Arkansas,AR,2030,ssp245,Medium emissions (SSP245),projected,17.0073612014713,15.01576599211402,-1.9915952093572808
Arkansas,AR,2031,ssp245,Medium emissions (SSP245),projected,17.0073612014713,16.145822161107645,-0.8615390403636556
Arkansas,AR,2032,ssp245,Medium emissions (SSP245),projected,17.0073612014713,14.910638283450211,-2.096722918021088
Arkansas,AR,2033,ssp245,Medium emissions (SSP245),projected,17.0073612014713,16.525614014368212,-0.4817471871030853
Arkansas,AR,2034,ssp245,Medium emissions (SSP245),projected,17.0073612014713,15.976954820258005,-1.0304063812132973
Arkansas,AR,2035,ssp245,Medium emissions (SSP245),projected,17.0073612014713,15.088257845256926,-1.9191033562143736
Arkansas,AR,2036,ssp245,Medium emissions (SSP245),projected,17.0073612014713,15.811140458116656,-1.1962207433546452
Arkansas,AR,2025,ssp585,High emissions (SSP585),observed,17.0073612014713,17.0073612014713,0.0
Arkansas,AR,2026,ssp585,High emissions (SSP585),projected,17.0073612014713,14.521580756854647,-2.4857804446166556
Arkansas,AR,2027,ssp585,High emissions (SSP585),projected,17.0073612014713,16.221889946799678,-0.7854712546716229
Arkansas,AR,2028,ssp585,High emissions (SSP585),projected,17.0073612014713,14.963363075526606,-2.043998125944694
Arkansas,AR,2029,ssp585,High emissions (SSP585),projected,17.0073612014713,15.84061276729928,-1.166748434172022
Arkansas,AR,2030,ssp585,High emissions (SSP585),projected,17.0073612014713,14.916087528321162,-2.091273673150139
Arkansas,AR,2031,ssp585,High emissions (SSP585),projected,17.0073612014713,15.315354349428462,-1.692006852042839
Arkansas,AR,2032,ssp585,High emissions (SSP585),projected,17.0073612014713,15.363739042020741,-1.6436221594505558
Arkansas,AR,2033,ssp585,High emissions (SSP585),projected,17.0073612014713,14.832037995579405,-2.1753232058918943
Arkansas,AR,2034,ssp585,High emissions (SSP585),projected,17.0073612014713,16.884825695492943,-0.12253550597835823
Arkansas,AR,2035,ssp585,High emissions (SSP585),projected,17.0073612014713,16.74448118040911,-0.2628800210621903
Arkansas,AR,2036,ssp585,High emissions (SSP585),projected,17.0073612014713,15.189510789251038,-1.8178504122202628
California,CA,2025,ssp126,Low emissions (SSP126),observed,15.811853024923483,15.811853024923483,0.0
California,CA,2026,ssp126,Low emissions (SSP126),projected,15.811853024923483,13.241151694183241,-2.5707013307402433
California,CA,2027,ssp126,Low emissions (SSP126),projected,15.811853024923483,13.292859614636642,-2.5189934102868405
California,CA,2028,ssp126,Low emissions (SSP126),projected,15.811853024923483,12.975792840163022,-2.836060184760459
California,CA,2029,ssp126,Low emissions (SSP126),projected,15.811853024923483,13.908248200909048,-1.9036048240144374
California,CA,2030,ssp126,Low emissions (SSP126),projected,15.811853024923483,13.944365684055187,-1.867487340868297
California,CA,2031,ssp126,Low emissions (SSP126),projected,15.811853024923483,13.728657530432345,-2.0831954944911373
California,CA,2032,ssp126,Low emissions (SSP126),projected,15.811853024923483,14.149431528736088,-1.662421496187394
California,CA,2033,ssp126,Low emissions (SSP126),projected,15.811853024923483,13.432668300955406,-2.3791847239680752
California,CA,2034,ssp126,Low emissions (SSP126),projected,15.811853024923483,13.807951783497298,-2.0039012414261834
California,CA,2035,ssp126,Low emissions (SSP126),projected,15.811853024923483,14.607562973090504,-1.2042900518329798
California,CA,2036,ssp126,Low emissions (SSP126),projected,15.811853024923483,13.708081113960848,-2.1037719109626356
California,CA,2025,ssp245,Medium emissions (SSP245),observed,15.811853024923483,15.811853024923483,0.0
California,CA,2026,ssp245,Medium emissions (SSP245),projected,15.811853024923483,14.046902727036231,-1.7649502978872518
California,CA,2027,ssp245,Medium emissions (SSP245),projected,15.811853024923483,13.951096211601964,-1.8607568133215189
California,CA,2028,ssp245,Medium emissions (SSP245),projected,15.811853024923483,13.951049520228713,-1.86080350469477
California,CA,2029,ssp245,Medium emissions (SSP245),projected,15.811853024923483,14.043115033101913,-1.7687379918215693
California,CA,2030,ssp245,Medium emissions (SSP245),projected,15.811853024923483,13.614364091204218,-2.197488933719266
California,CA,2031,ssp245,Medium emissions (SSP245),projected,15.811853024923483,14.050712318065312,-1.7611407068581733
California,CA,2032,ssp245,Medium emissions (SSP245),projected,15.811853024923483,14.076347554304826,-1.7355054706186586
California,CA,2033,ssp245,Medium emissions (SSP245),projected,15.811853024923483,14.079660820491611,-1.732192204431871
California,CA,2034,ssp245,Medium emissions (SSP245),projected,15.811853024923483,13.800783078353763,-2.0110699465697186
California,CA,2035,ssp245,Medium emissions (SSP245),projected,15.811853024923483,14.11951043294601,-1.6923425919774748
California,CA,2036,ssp245,Medium emissions (SSP245),projected,15.811853024923483,14.05570725803229,-1.7561457668911895
California,CA,2025,ssp585,High emissions (SSP585),observed,15.811853024923483,15.811853024923483,0.0
California,CA,2026,ssp585,High emissions (SSP585),projected,15.811853024923483,13.72849959939754,-2.0833534255259405
California,CA,2027,ssp585,High emissions (SSP585),projected,15.811853024923483,14.38528067423007,-1.4265723506934107
California,CA,2028,ssp585,High emissions (SSP585),projected,15.811853024923483,13.198380744052846,-2.613472280870633
California,CA,2029,ssp585,High emissions (SSP585),projected,15.811853024923483,12.878442009910874,-2.93341101501261
California,CA,2030,ssp585,High emissions (SSP585),projected,15.811853024923483,14.677365771238504,-1.1344872536849795
California,CA,2031,ssp585,High emissions (SSP585),projected,15.811853024923483,14.048585768133913,-1.7632672567895702
California,CA,2032,ssp585,High emissions (SSP585),projected,15.811853024923483,13.279294125318584,-2.5325588996048998
California,CA,2033,ssp585,High emissions (SSP585),projected,15.811853024923483,13.571460172176648,-2.240392852746834
California,CA,2034,ssp585,High emissions (SSP585),projected,15.811853024923483,12.75117215651816,-3.0606808684053224
California,CA,2035,ssp585,High emissions (SSP585),projected,15.811853024923483,14.290983795652936,-1.5208692292705488
California,CA,2036,ssp585,High emissions (SSP585),projected,15.811853024923483,12.39838209022246,-3.413470934701025
Colorado,CO,2025,ssp126,Low emissions (SSP126),observed,8.734178220829252,8.734178220829252,0.0
Colorado,CO,2026,ssp126,Low emissions (SSP126),projected,8.734178220829252,7.848830448791858,-0.8853477720373935
Colorado,CO,2027,ssp126,Low emissions (SSP126),projected,8.734178220829252,7.2903322062502065,-1.4438460145790455
Colorado,CO,2028,ssp126,Low emissions (SSP126),projected,8.734178220829252,7.140979603919827,-1.5931986169094259
Colorado,CO,2029,ssp126,Low emissions (SSP126),projected,8.734178220829252,7.621181516714356,-1.112996704114896
Colorado,CO,2030,ssp126,Low emissions (SSP126),projected,8.734178220829252,6.6711032292450865,-2.0630749915841657
Colorado,CO,2031,ssp126,Low emissions (SSP126),projected,8.734178220829252,6.009686778398955,-2.7244914424302973
Colorado,CO,2032,ssp126,Low emissions (SSP126),projected,8.734178220829252,7.658097529864551,-1.0760806909647
Colorado,CO,2033,ssp126,Low emissions (SSP126),projected,8.734178220829252,6.545756187887913,-2.1884220329413377
Colorado,CO,2034,ssp126,Low emissions (SSP126),projected,8.734178220829252,7.640503113612299,-1.0936751072169517
Colorado,CO,2035,ssp126,Low emissions (SSP126),projected,8.734178220829252,6.666694849144421,-2.067483371684831
Colorado,CO,2036,ssp126,Low emissions (SSP126),projected,8.734178220829252,6.775205601406083,-1.9589726194231682
Colorado,CO,2025,ssp245,Medium emissions (SSP245),observed,8.734178220829252,8.734178220829252,0.0
Colorado,CO,2026,ssp245,Medium emissions (SSP245),projected,8.734178220829252,7.326739336825002,-1.40743888400425
Colorado,CO,2027,ssp245,Medium emissions (SSP245),projected,8.734178220829252,7.104989797362052,-1.6291884234672012
Colorado,CO,2028,ssp245,Medium emissions (SSP245),projected,8.734178220829252,7.3622461252952665,-1.3719320955339855
Colorado,CO,2029,ssp245,Medium emissions (SSP245),projected,8.734178220829252,7.90653181752308,-0.8276464033061716
Colorado,CO,2030,ssp245,Medium emissions (SSP245),projected,8.734178220829252,7.192313796552808,-1.5418644242764432
Colorado,CO,2031,ssp245,Medium emissions (SSP245),projected,8.734178220829252,8.546552610539063,-0.1876256102901891
Colorado,CO,2032,ssp245,Medium emissions (SSP245),projected,8.734178220829252,7.67700514847728,-1.0571730723519712
Colorado,CO,2033,ssp245,Medium emissions (SSP245),projected,8.734178220829252,8.355379858170695,-0.3787983626585553
Colorado,CO,2034,ssp245,Medium emissions (SSP245),projected,8.734178220829252,7.176531652215286,-1.5576465686139653
Colorado,CO,2035,ssp245,Medium emissions (SSP245),projected,8.734178220829252,7.184280561501243,-1.5498976593280085
Colorado,CO,2036,ssp245,Medium emissions (SSP245),projected,8.734178220829252,7.715511992035886,-1.0186662287933659
Colorado,CO,2025,ssp585,High emissions (SSP585),observed,8.734178220829252,8.734178220829252,0.0
Colorado,CO,2026,ssp585,High emissions (SSP585),projected,8.734178220829252,7.127687945151408,-1.6064902756778439
Colorado,CO,2027,ssp585,High emissions (SSP585),projected,8.734178220829252,7.83521569508058,-0.8989625257486715
Colorado,CO,2028,ssp585,High emissions (SSP585),projected,8.734178220829252,6.228897557573885,-2.505280663255367
Colorado,CO,2029,ssp585,High emissions (SSP585),projected,8.734178220829252,7.426926195358748,-1.3072520254705033
Colorado,CO,2030,ssp585,High emissions (SSP585),projected,8.734178220829252,7.780302786203691,-0.9538754346255611
Colorado,CO,2031,ssp585,High emissions (SSP585),projected,8.734178220829252,7.568786220104411,-1.1653920007248406
Colorado,CO,2032,ssp585,High emissions (SSP585),projected,8.734178220829252,6.701783019613338,-2.032395201215913
Colorado,CO,2033,ssp585,High emissions (SSP585),projected,8.734178220829252,7.207979888896882,-1.5261983319323689
Colorado,CO,2034,ssp585,High emissions (SSP585),projected,8.734178220829252,8.319662123343742,-0.4145160974855116
Colorado,CO,2035,ssp585,High emissions (SSP585),projected,8.734178220829252,8.579137256607913,-0.1550409642213395
Colorado,CO,2036,ssp585,High emissions (SSP585),projected,8.734178220829252,6.266455987205671,-2.467722233623581
Delaware,DE,2025,ssp126,Low emissions (SSP126),observed,13.430836215870153,13.430836215870153,0.0
Delaware,DE,2026,ssp126,Low emissions (SSP126),projected,13.430836215870153,12.404654554956005,-1.0261816609141476
Delaware,DE,2027,ssp126,Low emissions (SSP126),projected,13.430836215870153,12.407140984547857,-1.0236952313222976
Delaware,DE,2028,ssp126,Low emissions (SSP126),projected,13.430836215870153,12.325595794002556,-1.1052404218675962
Delaware,DE,2029,ssp126,Low emissions (SSP126),projected,13.430836215870153,12.797152534488406,-0.6336836813817471
Delaware,DE,2030,ssp126,Low emissions (SSP126),projected,13.430836215870153,12.261060373949666,-1.1697758419204858
Delaware,DE,2031,ssp126,Low emissions (SSP126),projected,13.430836215870153,12.51071425726895,-0.9201219586012049
Delaware,DE,2032,ssp126,Low emissions (SSP126),projected,13.430836215870153,12.248579347317508,-1.1822568685526462
Delaware,DE,2033,ssp126,Low emissions (SSP126),projected,13.430836215870153,12.093321002840169,-1.3375152130299852
Delaware,DE,2034,ssp126,Low emissions (SSP126),projected,13.430836215870153,13.605710920510289,0.1748747046401357
Delaware,DE,2035,ssp126,Low emissions (SSP126),projected,13.430836215870153,12.474811981610914,-0.95602423425924
Delaware,DE,2036,ssp126,Low emissions (SSP126),projected,13.430836215870153,12.241431309471409,-1.189404906398745
Delaware,DE,2025,ssp245,Medium emissions (SSP245),observed,13.430836215870153,13.430836215870153,0.0
Delaware,DE,2026,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.805931754685508,-0.624904461184645
Delaware,DE,2027,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.596097439513604,-0.8347387763565497
Delaware,DE,2028,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.006242737368801,-1.4245934785013525
Delaware,DE,2029,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.334972362781075,-1.0958638530890785
Delaware,DE,2030,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.212425165330405,-1.2184110505397479
Delaware,DE,2031,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.814566026095049,-0.6162701897751037
Delaware,DE,2032,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.975736939822678,-0.45509927604747485
Delaware,DE,2033,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.82034712841742,-0.6104890874527322
Delaware,DE,2034,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.30646419072294,-1.1243720251472138
Delaware,DE,2035,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.068430750235029,-1.362405465635124
Delaware,DE,2036,ssp245,Medium emissions (SSP245),projected,13.430836215870153,12.243402800136169,-1.1874334157339845
Delaware,DE,2025,ssp585,High emissions (SSP585),observed,13.430836215870153,13.430836215870153,0.0
Delaware,DE,2026,ssp585,High emissions (SSP585),projected,13.430836215870153,11.718246016888394,-1.71259019898176
Delaware,DE,2027,ssp585,High emissions (SSP585),projected,13.430836215870153,12.286479667177844,-1.1443565486923093
Delaware,DE,2028,ssp585,High emissions (SSP585),projected,13.430836215870153,11.92441765122524,-1.5064185646449144
Delaware,DE,2029,ssp585,High emissions (SSP585),projected,13.430836215870153,12.850146327753604,-0.5806898881165489
Delaware,DE,2030,ssp585,High emissions (SSP585),projected,13.430836215870153,12.060663589706124,-1.370172626164029
Delaware,DE,2031,ssp585,High emissions (SSP585),projected,13.430836215870153,12.301403635914555,-1.1294325799555982
Delaware,DE,2032,ssp585,High emissions (SSP585),projected,13.430836215870153,12.64573848369435,-0.7850977321758024
Delaware,DE,2033,ssp585,High emissions (SSP585),projected,13.430836215870153,12.096123538782798,-1.3347126770873556
Delaware,DE,2034,ssp585,High emissions (SSP585),projected,13.430836215870153,12.402597918403774,-1.0282382974663795
