year,lat,lon,ssp245,ssp585,difference
2020,31.5,-111.875,0.9633789,1.5122375,0.54885864
2020,31.5,-110.62500000000003,0.8315735,1.3702393,0.5386658
2020,31.5,-109.375,0.791626,1.2997437,0.5081177
2020,31.5,-108.12500000000003,0.8057251,1.2866516,0.4809265
2020,31.5,-106.875,0.70358276,1.2263489,0.5227661
2020,31.5,-105.62499999999997,0.6926575,1.2890015,0.596344
2020,31.5,-104.375,0.5220337,1.455719,0.9336853
2020,31.5,-103.125,0.6495056,1.5310364,0.88153076
2020,31.5,-101.875,0.8740845,1.6132812,0.7391968
2020,31.5,-100.625,1.0004272,1.6698608,0.6694336
2020,31.5,-99.375,0.91622925,1.8772888,0.9610596
2020,31.5,-98.125,0.5968933,2.1561584,1.5592651
2020,31.5,-96.875,0.21774292,2.383728,2.165985
2020,31.5,-95.625,-0.08514404,2.6180725,2.7032166
2020,31.5,-94.375,-0.23370361,2.7677917,3.0014954
2020,31.5,-93.125,-0.13034058,2.8592834,2.989624
2020,31.5,-91.875,0.16461182,2.8080444,2.6434326
2020,31.5,-90.625,0.4310608,2.7373047,2.306244
2020,31.5,-89.375,0.4130249,2.5665588,2.153534
2020,31.5,-88.125,0.5241089,1.9536438,1.4295349
2020,31.5,-86.875,0.5684204,1.717041,1.1486206
2020,31.5,-85.625,0.7139282,1.7359619,1.0220337
2020,31.5,-84.375,0.64819336,1.9259644,1.277771
2020,31.5,-83.125,0.5394592,2.0714417,1.5319824
2020,31.5,-81.875,0.5492859,2.0211182,1.4718323
2020,31.5,-80.625,0.67276,1.8485107,1.1757507
2020,31.5,-79.375,0.68460083,1.5542908,0.86968994
2020,31.5,-78.125,0.6742554,1.3580322,0.68377686
2020,31.5,-76.875,0.66867065,1.2114563,0.54278564
2020,31.5,-75.625,0.65270996,1.0314026,0.37869263
2020,31.5,-74.375,0.5958557,0.8805542,0.2846985
2020,31.5,-73.125,0.6152649,0.85809326,0.24282837
2020,31.5,-71.875,0.69366455,0.84866333,0.15499878
2020,31.5,-70.625,0.7328186,0.7675781,0.03475952
2020,31.5,-69.375,0.747406,0.65579224,-0.09161377
2020,31.5,-68.125,0.7187195,0.5916748,-0.12704468
2020,31.5,-66.875,0.68411255,0.553772,-0.13034058
2020,32.5,-124.37499999999997,-0.027923584,-0.04171753,-0.013793945
2020,32.5,-123.125,0.06295776,0.2743225,0.21136475
2020,32.5,-121.87499999999997,0.12072754,0.5887451,0.46801758
2020,32.5,-120.625,0.13348389,0.7122803,0.5787964
2020,32.5,-119.37499999999997,0.19854736,0.77853394,0.5799866
2020,32.5,-118.125,0.28640747,0.85076904,0.5643616
2020,32.5,-116.87499999999997,0.5857544,1.2326355,0.6468811
2020,32.5,-115.625,0.70617676,1.5110779,0.8049011
2020,32.5,-114.375,0.5918579,1.5992737,1.0074158
2020,32.5,-113.125,0.7121582,1.5751648,0.8630066
2020,32.5,-111.875,0.7850647,1.5056458,0.72058105
2020,32.5,-110.62500000000003,0.8356018,1.3457642,0.51016235
2020,32.5,-109.375,0.7988281,1.3882446,0.5894165
2020,32.5,-108.12500000000003,0.7434082,1.3743896,0.63098145
2020,32.5,-106.875,0.6664429,1.3988647,0.7324219
2020,32.5,-105.62499999999997,0.6240845,1.5844727,0.9603882
2020,32.5,-104.375,0.2480774,1.6130981,1.3650208
2020,32.5,-103.125,0.38253784,1.615448,1.2329102
2020,32.5,-101.875,0.64642334,1.6369934,0.99057007
2020,32.5,-100.625,0.67736816,1.7875671,1.110199
2020,32.5,-99.375,0.7541504,1.9785156,1.2243652
2020,32.5,-98.125,0.49942017,2.2068176,1.7073975
2020,32.5,-96.875,0.21133423,2.4132385,2.2019043
2020,32.5,-95.625,0.087890625,2.577179,2.4892883
2020,32.5,-94.375,-0.23461914,2.700592,2.9352112
2020,32.5,-93.125,-0.31384277,2.7100525,3.0238953
2020,32.5,-91.875,0.02670288,2.4819946,2.4552917
2020,32.5,-90.625,0.47561646,2.6228638,2.1472473
2020,32.5,-89.375,0.4461975,2.5447388,2.0985413
2020,32.5,-88.125,0.44476318,2.1234741,1.6787109
2020,32.5,-86.875,0.63064575,1.9517517,1.321106
2020,32.5,-85.625,0.7184143,2.0039978,1.2855835
2020,32.5,-84.375,0.73394775,2.1287231,1.3947754
2020,32.5,-83.125,0.65878296,1.8356018,1.1768188
2020,32.5,-81.875,0.50341797,1.8531189,1.3497009
2020,32.5,-80.625,0.5204468,1.9884949,1.4680481
2020,32.5,-79.375,0.5959778,1.8336487,1.2376709
2020,32.5,-78.125,0.61898804,1.5780334,0.9590454
2020,32.5,-76.875,0.6123657,1.3832092,0.7708435
2020,32.5,-75.625,0.61932373,1.203064,0.58374023
2020,32.5,-74.375,0.59439087,1.0453796,0.45098877
2020,32.5,-73.125,0.620697,0.99624634,0.37554932
2020,32.5,-71.875,0.6670532,0.93356323,0.26651
2020,32.5,-70.625,0.69750977,0.8187866,0.121276855
2020,32.5,-69.375,0.71881104,0.6804199,-0.038391113
2020,32.5,-68.125,0.69766235,0.5795288,-0.118133545
2020,32.5,-66.875,0.7038269,0.521698,-0.1821289
2020,33.5,-124.37499999999997,-0.045288086,0.016052246,0.061340332
2020,33.5,-123.125,0.03753662,0.21670532,0.1791687
2020,33.5,-121.87499999999997,0.07675171,0.57540894,0.49865723
2020,33.5,-120.625,0.14639282,0.80670166,0.66030884
2020,33.5,-119.37499999999997,0.2814026,0.94473267,0.6633301
2020,33.5,-118.125,0.4625244,1.0618896,0.59936523
2020,33.5,-116.87499999999997,0.802063,1.4621582,0.6600952
2020,33.5,-115.625,0.7492676,1.641571,0.89230347
2020,33.5,-114.375,0.6786804,1.6427307,0.9640503
2020,33.5,-113.125,0.7719116,1.6227112,0.85079956
2020,33.5,-111.875,0.75634766,1.3944397,0.63809204
2020,33.5,-110.62500000000003,0.7905884,1.309906,0.5193176
2020,33.5,-109.375,0.8186035,1.5432129,0.7246094
2020,33.5,-108.12500000000003,0.5927429,1.6045227,1.0117798
2020,33.5,-106.875,0.3804016,1.6758728,1.2954712
2020,33.5,-105.62499999999997,0.3373108,1.8530273,1.5157166
2020,33.5,-104.375,0.15612793,1.8117371,1.6556091
2020,33.5,-103.125,0.33605957,1.7433777,1.4073181
2020,33.5,-101.875,0.5104065,1.6712646,1.1608582
2020,33.5,-100.625,0.4625244,1.8233643,1.3608398
