year,scenario,lat,lon,temp_anomaly
2020,ssp245,33.5,-93.125,-0.23040771
2020,ssp245,33.5,-91.875,-0.02432251
2020,ssp245,33.5,-90.625,0.17480469
2020,ssp245,33.5,-89.375,0.36669922
2020,ssp245,33.5,-88.125,0.4970398
2020,ssp245,33.5,-86.875,0.5915222
2020,ssp245,33.5,-85.625,0.6080322
2020,ssp245,33.5,-84.375,0.62802124
2020,ssp245,33.5,-83.125,0.5939026
2020,ssp245,33.5,-81.875,0.5531311
2020,ssp245,33.5,-80.625,0.44857788
2020,ssp245,33.5,-79.375,0.40768433
2020,ssp245,33.5,-78.125,0.37072754
2020,ssp245,33.5,-76.875,0.44525146
2020,ssp245,33.5,-75.625,0.5253601
2020,ssp245,33.5,-74.375,0.5715332
2020,ssp245,33.5,-73.125,0.60827637
2020,ssp245,33.5,-71.875,0.6222229
2020,ssp245,33.5,-70.625,0.6508179
2020,ssp245,33.5,-69.375,0.6946411
2020,ssp245,33.5,-68.125,0.70895386
2020,ssp245,33.5,-66.875,0.7295532
2020,ssp245,34.5,-124.37499999999997,-0.052581787
2020,ssp245,34.5,-123.125,0.027069092
2020,ssp245,34.5,-121.87499999999997,0.07998657
2020,ssp245,34.5,-120.625,0.26657104
2020,ssp245,34.5,-119.37499999999997,0.6177063
2020,ssp245,34.5,-118.125,0.7819824
2020,ssp245,34.5,-116.87499999999997,0.8583069
2020,ssp245,34.5,-115.625,0.7746887
2020,ssp245,34.5,-114.375,0.770874
2020,ssp245,34.5,-113.125,0.93530273
2020,ssp245,34.5,-111.875,0.8746643
2020,ssp245,34.5,-110.62500000000003,0.7570801
2020,ssp245,34.5,-109.375,0.6828003
2020,ssp245,34.5,-108.12500000000003,0.36294556
2020,ssp245,34.5,-106.875,0.15628052
2020,ssp245,34.5,-105.62499999999997,0.14199829
2020,ssp245,34.5,-104.375,0.11834717
2020,ssp245,34.5,-103.125,0.25769043
2020,ssp245,34.5,-101.875,0.23730469
2020,ssp245,34.5,-100.625,0.16940308
2020,ssp245,34.5,-99.375,0.1458435
2020,ssp245,34.5,-98.125,0.0017089844
2020,ssp245,34.5,-96.875,-0.17749023
2020,ssp245,34.5,-95.625,-0.18356323
2020,ssp245,34.5,-94.375,-0.044708252
2020,ssp245,34.5,-93.125,-0.14840698
2020,ssp245,34.5,-91.875,0.0018615723
2020,ssp245,34.5,-90.625,0.12432861
2020,ssp245,34.5,-89.375,0.19314575
2020,ssp245,34.5,-88.125,0.29284668
2020,ssp245,34.5,-86.875,0.40930176
2020,ssp245,34.5,-85.625,0.4817505
2020,ssp245,34.5,-84.375,0.520813
2020,ssp245,34.5,-83.125,0.4721985
2020,ssp245,34.5,-81.875,0.30377197
2020,ssp245,34.5,-80.625,0.25006104
2020,ssp245,34.5,-79.375,0.1786499
2020,ssp245,34.5,-78.125,0.11376953
2020,ssp245,34.5,-76.875,0.18521118
2020,ssp245,34.5,-75.625,0.3715515
2020,ssp245,34.5,-74.375,0.47973633
2020,ssp245,34.5,-73.125,0.5027771
2020,ssp245,34.5,-71.875,0.4973755
2020,ssp245,34.5,-70.625,0.5345459
2020,ssp245,34.5,-69.375,0.60861206
2020,ssp245,34.5,-68.125,0.6541443
2020,ssp245,34.5,-66.875,0.6835022
2020,ssp245,35.5,-124.37499999999997,-0.070617676
2020,ssp245,35.5,-123.125,0.0058898926
2020,ssp245,35.5,-121.87499999999997,0.10644531
2020,ssp245,35.5,-120.625,0.4960022
2020,ssp245,35.5,-119.37499999999997,0.75942993
2020,ssp245,35.5,-118.125,0.9097595
2020,ssp245,35.5,-116.87499999999997,0.99212646
2020,ssp245,35.5,-115.625,0.8996582
2020,ssp245,35.5,-114.375,0.8952942
2020,ssp245,35.5,-113.125,0.9251404
2020,ssp245,35.5,-111.875,0.88797
2020,ssp245,35.5,-110.62500000000003,0.7324524
2020,ssp245,35.5,-109.375,0.54751587
2020,ssp245,35.5,-108.12500000000003,0.2098999
2020,ssp245,35.5,-106.875,0.21670532
2020,ssp245,35.5,-105.62499999999997,0.11105347
2020,ssp245,35.5,-104.375,0.02029419
2020,ssp245,35.5,-103.125,0.00021362305
2020,ssp245,35.5,-101.875,-0.10897827
2020,ssp245,35.5,-100.625,-0.12414551
2020,ssp245,35.5,-99.375,-0.11694336
2020,ssp245,35.5,-98.125,-0.21655273
2020,ssp245,35.5,-96.875,-0.4468689
2020,ssp245,35.5,-95.625,-0.3685608
2020,ssp245,35.5,-94.375,-0.06430054
2020,ssp245,35.5,-93.125,-0.15988159
2020,ssp245,35.5,-91.875,-0.099243164
2020,ssp245,35.5,-90.625,0.08041382
2020,ssp245,35.5,-89.375,0.14529419
2020,ssp245,35.5,-88.125,0.20153809
2020,ssp245,35.5,-86.875,0.29968262
2020,ssp245,35.5,-85.625,0.34780884
2020,ssp245,35.5,-84.375,0.43173218
2020,ssp245,35.5,-83.125,0.43173218
2020,ssp245,35.5,-81.875,0.2546997
2020,ssp245,35.5,-80.625,0.120391846
2020,ssp245,35.5,-79.375,0.015289307
2020,ssp245,35.5,-78.125,-0.028839111
2020,ssp245,35.5,-76.875,-0.0028076172
2020,ssp245,35.5,-75.625,0.24517822
2020,ssp245,35.5,-74.375,0.3849182
2020,ssp245,35.5,-73.125,0.35943604
2020,ssp245,35.5,-71.875,0.31375122
2020,ssp245,35.5,-70.625,0.35528564
2020,ssp245,35.5,-69.375,0.42974854
2020,ssp245,35.5,-68.125,0.47705078
2020,ssp245,35.5,-66.875,0.52835083
2020,ssp245,36.5,-124.37499999999997,-0.067230225
2020,ssp245,36.5,-123.125,-0.01739502
2020,ssp245,36.5,-121.87499999999997,0.2658081
2020,ssp245,36.5,-120.625,0.8786011
2020,ssp245,36.5,-119.37499999999997,1.0313416
2020,ssp245,36.5,-118.125,0.98236084
2020,ssp245,36.5,-116.87499999999997,1.04776
