state,state_abbr,year,scenario,scenario_label,temp_anomaly,impact_category,impact_score
New Jersey,NJ,2090,ssp126,Low emissions,1.4548645,Medium impact,2
New Mexico,NM,2090,ssp126,Low emissions,0.96890014,Low impact,1
New York,NY,2090,ssp126,Low emissions,1.5200942,Medium impact,2
North Carolina,NC,2090,ssp126,Low emissions,1.1600398,Low impact,1
North Dakota,ND,2090,ssp126,Low emissions,2.9477396,High impact,3
Ohio,OH,2090,ssp126,Low emissions,1.5792786,Medium impact,2
Oklahoma,OK,2090,ssp126,Low emissions,1.7654678,Medium impact,2
Oregon,OR,2090,ssp126,Low emissions,1.859117,Medium impact,2
Pennsylvania,PA,2090,ssp126,Low emissions,1.5837212,Medium impact,2
Rhode Island,RI,2090,ssp126,Low emissions,1.2062073,Low impact,1
South Carolina,SC,2090,ssp126,Low emissions,1.2914647,Medium impact,2
South Dakota,SD,2090,ssp126,Low emissions,2.731903,High impact,3
Tennessee,TN,2090,ssp126,Low emissions,1.497614,Medium impact,2
Texas,TX,2090,ssp126,Low emissions,0.86955994,Low impact,1
Utah,UT,2090,ssp126,Low emissions,1.4965159,Medium impact,2
Vermont,VT,2090,ssp126,Low emissions,1.4616394,Medium impact,2
Virginia,VA,2090,ssp126,Low emissions,1.2910767,Medium impact,2
Washington,WA,2090,ssp126,Low emissions,2.000582,Medium impact,2
West Virginia,WV,2090,ssp126,Low emissions,1.5777022,Medium impact,2
Wisconsin,WI,2090,ssp126,Low emissions,1.811822,Medium impact,2
Wyoming,WY,2090,ssp126,Low emissions,1.845632,Medium impact,2
Alabama,AL,2100,ssp126,Low emissions,1.6378057,Medium impact,2
Alaska,AK,2100,ssp126,Low emissions,2.5123193,High impact,3
Arizona,AZ,2100,ssp126,Low emissions,0.91672456,Low impact,1
Arkansas,AR,2100,ssp126,Low emissions,1.8459533,Medium impact,2
California,CA,2100,ssp126,Low emissions,0.87196976,Low impact,1
Colorado,CO,2100,ssp126,Low emissions,0.953862,Low impact,1
Connecticut,CT,2100,ssp126,Low emissions,1.4873047,Medium impact,2
Delaware,DE,2100,ssp126,Low emissions,1.7071075,Medium impact,2
Florida,FL,2100,ssp126,Low emissions,1.0979875,Low impact,1
Georgia,GA,2100,ssp126,Low emissions,1.623874,Medium impact,2
Hawaii,HI,2100,ssp126,Low emissions,0.3969574,Low impact,1
Idaho,ID,2100,ssp126,Low emissions,1.1323059,Low impact,1
Illinois,IL,2100,ssp126,Low emissions,1.8239549,Medium impact,2
Indiana,IN,2100,ssp126,Low emissions,1.8371391,Medium impact,2
Iowa,IA,2100,ssp126,Low emissions,1.7390525,Medium impact,2
Kansas,KS,2100,ssp126,Low emissions,1.7246535,Medium impact,2
Kentucky,KY,2100,ssp126,Low emissions,1.8080357,Medium impact,2
Louisiana,LA,2100,ssp126,Low emissions,2.0251122,Medium impact,2
Maine,ME,2100,ssp126,Low emissions,1.756724,Medium impact,2
Maryland,MD,2100,ssp126,Low emissions,1.8227438,Medium impact,2
Massachusetts,MA,2100,ssp126,Low emissions,1.505249,Medium impact,2
Michigan,MI,2100,ssp126,Low emissions,1.551786,Medium impact,2
Minnesota,MN,2100,ssp126,Low emissions,1.5083554,Medium impact,2
Mississippi,MS,2100,ssp126,Low emissions,1.580349,Medium impact,2
Missouri,MO,2100,ssp126,Low emissions,1.5734943,Medium impact,2
Montana,MT,2100,ssp126,Low emissions,0.7818925,Low impact,1
Nebraska,NE,2100,ssp126,Low emissions,1.0293363,Low impact,1
Nevada,NV,2100,ssp126,Low emissions,0.43096796,Low impact,1
New Hampshire,NH,2100,ssp126,Low emissions,1.5027161,Medium impact,2
New Jersey,NJ,2100,ssp126,Low emissions,1.627533,Medium impact,2
New Mexico,NM,2100,ssp126,Low emissions,1.1483618,Low impact,1
New York,NY,2100,ssp126,Low emissions,1.5059713,Medium impact,2
North Carolina,NC,2100,ssp126,Low emissions,1.6803589,Medium impact,2
North Dakota,ND,2100,ssp126,Low emissions,1.2236723,Low impact,1
Ohio,OH,2100,ssp126,Low emissions,1.8443054,Medium impact,2
Oklahoma,OK,2100,ssp126,Low emissions,2.0802424,Medium impact,2
Oregon,OR,2100,ssp126,Low emissions,1.2349701,Low impact,1
Pennsylvania,PA,2100,ssp126,Low emissions,1.6803627,Medium impact,2
Rhode Island,RI,2100,ssp126,Low emissions,1.4718323,Medium impact,2
South Carolina,SC,2100,ssp126,Low emissions,1.6600037,Medium impact,2
South Dakota,SD,2100,ssp126,Low emissions,0.91746014,Low impact,1
Tennessee,TN,2100,ssp126,Low emissions,1.8584651,Medium impact,2
Texas,TX,2100,ssp126,Low emissions,1.8287799,Medium impact,2
Utah,UT,2100,ssp126,Low emissions,0.5598229,Low impact,1
Vermont,VT,2100,ssp126,Low emissions,1.5438538,Medium impact,2
Virginia,VA,2100,ssp126,Low emissions,1.6957016,Medium impact,2
Washington,WA,2100,ssp126,Low emissions,1.7049642,Medium impact,2
West Virginia,WV,2100,ssp126,Low emissions,1.8321446,Medium impact,2
Wisconsin,WI,2100,ssp126,Low emissions,1.6197923,Medium impact,2
Wyoming,WY,2100,ssp126,Low emissions,0.63952637,Low impact,1
Alabama,AL,2020,ssp245,Medium emissions,0.54922956,Low impact,1
Alaska,AK,2020,ssp245,Medium emissions,-0.5352776,Low impact,1
Arizona,AZ,2020,ssp245,Medium emissions,0.787742,Low impact,1
Arkansas,AR,2020,ssp245,Medium emissions,-0.056466676,Low impact,1
California,CA,2020,ssp245,Medium emissions,0.72918165,Low impact,1
Colorado,CO,2020,ssp245,Medium emissions,0.50218964,Low impact,1
Connecticut,CT,2020,ssp245,Medium emissions,0.47885132,Low impact,1
Delaware,DE,2020,ssp245,Medium emissions,0.22015381,Low impact,1
Florida,FL,2020,ssp245,Medium emissions,0.7120819,Low impact,1
Georgia,GA,2020,ssp245,Medium emissions,0.58480227,Low impact,1
Hawaii,HI,2020,ssp245,Medium emissions,-0.32972717,Low impact,1
Idaho,ID,2020,ssp245,Medium emissions,0.767717,Low impact,1
Illinois,IL,2020,ssp245,Medium emissions,0.2624599,Low impact,1
Indiana,IN,2020,ssp245,Medium emissions,0.35716248,Low impact,1
Iowa,IA,2020,ssp245,Medium emissions,0.6177507,Low impact,1
Kansas,KS,2020,ssp245,Medium emissions,-0.2867296,Low impact,1
Kentucky,KY,2020,ssp245,Medium emissions,0.18145752,Low impact,1
Louisiana,LA,2020,ssp245,Medium emissions,0.18043137,Low impact,1
Maine,ME,2020,ssp245,Medium emissions,0.76035565,Low impact,1
Maryland,MD,2020,ssp245,Medium emissions,0.20769246,Low impact,1
Massachusetts,MA,2020,ssp245,Medium emissions,0.61727905,Low impact,1
Michigan,MI,2020,ssp245,Medium emissions,0.9933331,Low impact,1
Minnesota,MN,2020,ssp245,Medium emissions,1.3802651,Medium impact,2
Mississippi,MS,2020,ssp245,Medium emissions,0.3792801,Low impact,1
Missouri,MO,2020,ssp245,Medium emissions,-0.030313592,Low impact,1
Montana,MT,2020,ssp245,Medium emissions,1.0757502,Low impact,1
Nebraska,NE,2020,ssp245,Medium emissions,0.5422166,Low impact,1
Nevada,NV,2020,ssp245,Medium emissions,0.9034958,Low impact,1
New Hampshire,NH,2020,ssp245,Medium emissions,0.7348938,Low impact,1
New Jersey,NJ,2020,ssp245,Medium emissions,0.35401917,Low impact,1
New Mexico,NM,2020,ssp245,Medium emissions,0.3045337,Low impact,1
New York,NY,2020,ssp245,Medium emissions,0.6284688,Low impact,1
North Carolina,NC,2020,ssp245,Medium emissions,0.08291071,Low impact,1
North Dakota,ND,2020,ssp245,Medium emissions,1.8375657,Medium impact,2
Ohio,OH,2020,ssp245,Medium emissions,0.42108765,Low impact,1
Oklahoma,OK,2020,ssp245,Medium emissions,-0.30033523,Low impact,1
Oregon,OR,2020,ssp245,Medium emissions,0.7671481,Low impact,1
Pennsylvania,PA,2020,ssp245,Medium emissions,0.33096313,Low impact,1
Rhode Island,RI,2020,ssp245,Medium emissions,0.53378296,Low impact,1
South Carolina,SC,2020,ssp245,Medium emissions,0.38033184,Low impact,1
South Dakota,SD,2020,ssp245,Medium emissions,1.4015791,Medium impact,2
Tennessee,TN,2020,ssp245,Medium emissions,0.24598832,Low impact,1
Texas,TX,2020,ssp245,Medium emissions,0.44994813,Low impact,1
Utah,UT,2020,ssp245,Medium emissions,0.9609646,Low impact,1
Vermont,VT,2020,ssp245,Medium emissions,0.8274434,Low impact,1
Virginia,VA,2020,ssp245,Medium emissions,0.06667328,Low impact,1
Washington,WA,2020,ssp245,Medium emissions,0.7565715,Low impact,1
West Virginia,WV,2020,ssp245,Medium emissions,0.26159668,Low impact,1
Wisconsin,WI,2020,ssp245,Medium emissions,0.97006005,Low impact,1
Wyoming,WY,2020,ssp245,Medium emissions,0.78926724,Low impact,1
Alabama,AL,2030,ssp245,Medium emissions,1.0243554,Low impact,1
Alaska,AK,2030,ssp245,Medium emissions,1.6343409,Medium impact,2
Arizona,AZ,2030,ssp245,Medium emissions,0.5015787,Low impact,1
Arkansas,AR,2030,ssp245,Medium emissions,0.7175354,Low impact,1
California,CA,2030,ssp245,Medium emissions,0.76385856,Low impact,1
Colorado,CO,2030,ssp245,Medium emissions,0.8755829,Low impact,1
Connecticut,CT,2030,ssp245,Medium emissions,0.6133423,Low impact,1
Delaware,DE,2030,ssp245,Medium emissions,0.6381531,Low impact,1
Florida,FL,2030,ssp245,Medium emissions,0.71320236,Low impact,1
Georgia,GA,2030,ssp245,Medium emissions,1.238919,Low impact,1
Hawaii,HI,2030,ssp245,Medium emissions,0.7008667,Low impact,1
Idaho,ID,2030,ssp245,Medium emissions,0.9782623,Low impact,1
Illinois,IL,2030,ssp245,Medium emissions,0.65538895,Low impact,1
Indiana,IN,2030,ssp245,Medium emissions,0.51643753,Low impact,1
Iowa,IA,2030,ssp245,Medium emissions,0.8942677,Low impact,1
Kansas,KS,2030,ssp245,Medium emissions,1.018241,Low impact,1
Kentucky,KY,2030,ssp245,Medium emissions,0.56573486,Low impact,1
Louisiana,LA,2030,ssp245,Medium emissions,0.9271469,Low impact,1
Maine,ME,2030,ssp245,Medium emissions,0.6103821,Low impact,1
Maryland,MD,2030,ssp245,Medium emissions,0.5427043,Low impact,1
Massachusetts,MA,2030,ssp245,Medium emissions,0.6642914,Low impact,1
Michigan,MI,2030,ssp245,Medium emissions,0.24087994,Low impact,1
Minnesota,MN,2030,ssp245,Medium emissions,0.64986056,Low impact,1
Mississippi,MS,2030,ssp245,Medium emissions,0.93351746,Low impact,1
Missouri,MO,2030,ssp245,Medium emissions,0.95376104,Low impact,1
Montana,MT,2030,ssp245,Medium emissions,0.68071866,Low impact,1
Nebraska,NE,2030,ssp245,Medium emissions,1.026965,Low impact,1
Nevada,NV,2030,ssp245,Medium emissions,0.77440643,Low impact,1
New Hampshire,NH,2030,ssp245,Medium emissions,0.6732483,Low impact,1
New Jersey,NJ,2030,ssp245,Medium emissions,0.57621765,Low impact,1
New Mexico,NM,2030,ssp245,Medium emissions,0.23588012,Low impact,1
New York,NY,2030,ssp245,Medium emissions,0.53248763,Low impact,1
North Carolina,NC,2030,ssp245,Medium emissions,0.89016443,Low impact,1
North Dakota,ND,2030,ssp245,Medium emissions,0.8780913,Low impact,1
Ohio,OH,2030,ssp245,Medium emissions,0.4262024,Low impact,1
Oklahoma,OK,2030,ssp245,Medium emissions,0.22135104,Low impact,1
Oregon,OR,2030,ssp245,Medium emissions,0.97428757,Low impact,1
Pennsylvania,PA,2030,ssp245,Medium emissions,0.4526024,Low impact,1
Rhode Island,RI,2030,ssp245,Medium emissions,0.5832825,Low impact,1
South Carolina,SC,2030,ssp245,Medium emissions,1.0019705,Low impact,1
South Dakota,SD,2030,ssp245,Medium emissions,0.6648,Low impact,1
Tennessee,TN,2030,ssp245,Medium emissions,0.7229198,Low impact,1
Texas,TX,2030,ssp245,Medium emissions,0.29429016,Low impact,1
Utah,UT,2030,ssp245,Medium emissions,0.99561393,Low impact,1
Vermont,VT,2030,ssp245,Medium emissions,0.6560974,Low impact,1
Virginia,VA,2030,ssp245,Medium emissions,0.7709274,Low impact,1
Washington,WA,2030,ssp245,Medium emissions,1.3363912,Medium impact,2
West Virginia,WV,2030,ssp245,Medium emissions,0.44572666,Low impact,1
Wisconsin,WI,2030,ssp245,Medium emissions,0.43958172,Low impact,1
Wyoming,WY,2030,ssp245,Medium emissions,0.90483856,Low impact,1
Alabama,AL,2040,ssp245,Medium emissions,1.0917945,Low impact,1
Alaska,AK,2040,ssp245,Medium emissions,2.407734,High impact,3
Arizona,AZ,2040,ssp245,Medium emissions,1.4268881,Medium impact,2
Arkansas,AR,2040,ssp245,Medium emissions,0.94897765,Low impact,1
California,CA,2040,ssp245,Medium emissions,1.6528275,Medium impact,2
Colorado,CO,2040,ssp245,Medium emissions,1.2181412,Low impact,1
Connecticut,CT,2040,ssp245,Medium emissions,0.89945984,Low impact,1
Delaware,DE,2040,ssp245,Medium emissions,0.6399689,Low impact,1
Florida,FL,2040,ssp245,Medium emissions,0.53625053,Low impact,1
Georgia,GA,2040,ssp245,Medium emissions,1.1934296,Low impact,1
Hawaii,HI,2040,ssp245,Medium emissions,0.38279724,Low impact,1
Idaho,ID,2040,ssp245,Medium emissions,2.0992217,Medium impact,2
Illinois,IL,2040,ssp245,Medium emissions,0.9826638,Low impact,1
Indiana,IN,2040,ssp245,Medium emissions,0.94849014,Low impact,1
Iowa,IA,2040,ssp245,Medium emissions,1.2281078,Low impact,1
Kansas,KS,2040,ssp245,Medium emissions,0.662796,Low impact,1
Kentucky,KY,2040,ssp245,Medium emissions,0.8070243,Low impact,1
Louisiana,LA,2040,ssp245,Medium emissions,1.0252266,Low impact,1
Maine,ME,2040,ssp245,Medium emissions,1.6034478,Medium impact,2
Maryland,MD,2040,ssp245,Medium emissions,0.7621867,Low impact,1
Massachusetts,MA,2040,ssp245,Medium emissions,1.062973,Low impact,1
Michigan,MI,2040,ssp245,Medium emissions,1.2842243,Medium impact,2
Minnesota,MN,2040,ssp245,Medium emissions,1.7942713,Medium impact,2
Mississippi,MS,2040,ssp245,Medium emissions,1.0911865,Low impact,1
Missouri,MO,2040,ssp245,Medium emissions,0.8992181,Low impact,1
Montana,MT,2040,ssp245,Medium emissions,2.0382087,Medium impact,2
Nebraska,NE,2040,ssp245,Medium emissions,1.0879732,Low impact,1
Nevada,NV,2040,ssp245,Medium emissions,1.9515228,Medium impact,2
New Hampshire,NH,2040,ssp245,Medium emissions,1.2075806,Low impact,1
New Jersey,NJ,2040,ssp245,Medium emissions,0.64489746,Low impact,1
New Mexico,NM,2040,ssp245,Medium emissions,1.1374927,Low impact,1
New York,NY,2040,ssp245,Medium emissions,1.1948344,Low impact,1
North Carolina,NC,2040,ssp245,Medium emissions,0.82482076,Low impact,1
North Dakota,ND,2040,ssp245,Medium emissions,2.4977489,High impact,3
Ohio,OH,2040,ssp245,Medium emissions,0.9637329,Low impact,1
Oklahoma,OK,2040,ssp245,Medium emissions,0.79271287,Low impact,1
Oregon,OR,2040,ssp245,Medium emissions,1.9082932,Medium impact,2
Pennsylvania,PA,2040,ssp245,Medium emissions,0.85181427,Low impact,1
Rhode Island,RI,2040,ssp245,Medium emissions,0.91448975,Low impact,1
South Carolina,SC,2040,ssp245,Medium emissions,0.88853675,Low impact,1
South Dakota,SD,2040,ssp245,Medium emissions,1.3555772,Medium impact,2
Tennessee,TN,2040,ssp245,Medium emissions,0.90638316,Low impact,1
Texas,TX,2040,ssp245,Medium emissions,1.1784918,Low impact,1
Utah,UT,2040,ssp245,Medium emissions,1.8559401,Medium impact,2
Vermont,VT,2040,ssp245,Medium emissions,1.443339,Medium impact,2
Virginia,VA,2040,ssp245,Medium emissions,0.76916504,Low impact,1
Washington,WA,2040,ssp245,Medium emissions,1.9026631,Medium impact,2
West Virginia,WV,2040,ssp245,Medium emissions,0.71381485,Low impact,1
Wisconsin,WI,2040,ssp245,Medium emissions,1.3213937,Medium impact,2
Wyoming,WY,2040,ssp245,Medium emissions,1.5101992,Medium impact,2
Alabama,AL,2050,ssp245,Medium emissions,1.8268244,Medium impact,2
Alaska,AK,2050,ssp245,Medium emissions,0.43417555,Low impact,1
Arizona,AZ,2050,ssp245,Medium emissions,1.1685145,Low impact,1
Arkansas,AR,2050,ssp245,Medium emissions,1.7479401,Medium impact,2
California,CA,2050,ssp245,Medium emissions,0.89283484,Low impact,1
Colorado,CO,2050,ssp245,Medium emissions,0.80476075,Low impact,1
Connecticut,CT,2050,ssp245,Medium emissions,1.2001343,Low impact,1
Delaware,DE,2050,ssp245,Medium emissions,1.1047211,Low impact,1
Florida,FL,2050,ssp245,Medium emissions,1.0820029,Low impact,1
Georgia,GA,2050,ssp245,Medium emissions,1.5373993,Medium impact,2
Hawaii,HI,2050,ssp245,Medium emissions,1.0679779,Low impact,1
Idaho,ID,2050,ssp245,Medium emissions,0.8580078,Low impact,1
Illinois,IL,2050,ssp245,Medium emissions,1.3446786,Medium impact,2
Indiana,IN,2050,ssp245,Medium emissions,1.4156456,Medium impact,2
Iowa,IA,2050,ssp245,Medium emissions,1.4793923,Medium impact,2
Kansas,KS,2050,ssp245,Medium emissions,1.2771285,Low impact,1
Kentucky,KY,2050,ssp245,Medium emissions,1.429936,Medium impact,2
Louisiana,LA,2050,ssp245,Medium emissions,1.6694031,Medium impact,2
Maine,ME,2050,ssp245,Medium emissions,1.8733385,Medium impact,2
Maryland,MD,2050,ssp245,Medium emissions,1.2919718,Medium impact,2
Massachusetts,MA,2050,ssp245,Medium emissions,1.3958893,Medium impact,2
Michigan,MI,2050,ssp245,Medium emissions,1.6359206,Medium impact,2
Minnesota,MN,2050,ssp245,Medium emissions,1.2842022,Medium impact,2
Mississippi,MS,2050,ssp245,Medium emissions,2.0143776,Medium impact,2
Missouri,MO,2050,ssp245,Medium emissions,1.283836,Low impact,1
Montana,MT,2050,ssp245,Medium emissions,0.9162228,Low impact,1
Nebraska,NE,2050,ssp245,Medium emissions,1.4363583,Medium impact,2
Nevada,NV,2050,ssp245,Medium emissions,0.95151263,Low impact,1
New Hampshire,NH,2050,ssp245,Medium emissions,1.6697693,Medium impact,2
New Jersey,NJ,2050,ssp245,Medium emissions,1.1069489,Low impact,1
New Mexico,NM,2050,ssp245,Medium emissions,1.0499719,Low impact,1
New York,NY,2050,ssp245,Medium emissions,1.615648,Medium impact,2
North Carolina,NC,2050,ssp245,Medium emissions,1.2923667,Medium impact,2
North Dakota,ND,2050,ssp245,Medium emissions,1.0147598,Low impact,1
Ohio,OH,2050,ssp245,Medium emissions,1.4571136,Medium impact,2
Oklahoma,OK,2050,ssp245,Medium emissions,1.4644446,Medium impact,2
Oregon,OR,2050,ssp245,Medium emissions,0.71663594,Low impact,1
Pennsylvania,PA,2050,ssp245,Medium emissions,1.3948402,Medium impact,2
Rhode Island,RI,2050,ssp245,Medium emissions,1.1597595,Low impact,1
South Carolina,SC,2050,ssp245,Medium emissions,1.3693935,Medium impact,2
South Dakota,SD,2050,ssp245,Medium emissions,1.0420804,Low impact,1
Tennessee,TN,2050,ssp245,Medium emissions,1.4429932,Medium impact,2
Texas,TX,2050,ssp245,Medium emissions,1.615766,Medium impact,2
Utah,UT,2050,ssp245,Medium emissions,0.9305369,Low impact,1
Vermont,VT,2050,ssp245,Medium emissions,1.8575846,Medium impact,2
Virginia,VA,2050,ssp245,Medium emissions,1.2826233,Low impact,1
Washington,WA,2050,ssp245,Medium emissions,1.3340698,Medium impact,2
West Virginia,WV,2050,ssp245,Medium emissions,1.3684387,Medium impact,2
Wisconsin,WI,2050,ssp245,Medium emissions,1.5805577,Medium impact,2
Wyoming,WY,2050,ssp245,Medium emissions,1.0054411,Low impact,1
Alabama,AL,2060,ssp245,Medium emissions,1.1028583,Low impact,1
Alaska,AK,2060,ssp245,Medium emissions,2.351094,High impact,3
Arizona,AZ,2060,ssp245,Medium emissions,0.45300058,Low impact,1
Arkansas,AR,2060,ssp245,Medium emissions,1.4130493,Medium impact,2
California,CA,2060,ssp245,Medium emissions,0.71303964,Low impact,1
Colorado,CO,2060,ssp245,Medium emissions,0.59754336,Low impact,1
Connecticut,CT,2060,ssp245,Medium emissions,1.930542,Medium impact,2
Delaware,DE,2060,ssp245,Medium emissions,1.7267609,Medium impact,2
Florida,FL,2060,ssp245,Medium emissions,0.932639,Low impact,1
Georgia,GA,2060,ssp245,Medium emissions,1.0485871,Low impact,1
Hawaii,HI,2060,ssp245,Medium emissions,1.0392914,Low impact,1
Idaho,ID,2060,ssp245,Medium emissions,1.4575622,Medium impact,2
Illinois,IL,2060,ssp245,Medium emissions,1.8501565,Medium impact,2
Indiana,IN,2060,ssp245,Medium emissions,1.9749222,Medium impact,2
Iowa,IA,2060,ssp245,Medium emissions,1.6365024,Medium impact,2
Kansas,KS,2060,ssp245,Medium emissions,0.60575867,Low impact,1
Kentucky,KY,2060,ssp245,Medium emissions,1.6257498,Medium impact,2
Louisiana,LA,2060,ssp245,Medium emissions,1.542633,Medium impact,2
Maine,ME,2060,ssp245,Medium emissions,2.44733,High impact,3
Maryland,MD,2060,ssp245,Medium emissions,1.8511047,Medium impact,2
Massachusetts,MA,2060,ssp245,Medium emissions,2.0600739,Medium impact,2
Michigan,MI,2060,ssp245,Medium emissions,2.2763507,Medium impact,2
Minnesota,MN,2060,ssp245,Medium emissions,2.4265378,High impact,3
Mississippi,MS,2060,ssp245,Medium emissions,1.2223282,Low impact,1
Missouri,MO,2060,ssp245,Medium emissions,1.2631146,Low impact,1
Montana,MT,2060,ssp245,Medium emissions,2.0674496,Medium impact,2
Nebraska,NE,2060,ssp245,Medium emissions,0.685143,Low impact,1
Nevada,NV,2060,ssp245,Medium emissions,0.6126137,Low impact,1
New Hampshire,NH,2060,ssp245,Medium emissions,2.203125,Medium impact,2
New Jersey,NJ,2060,ssp245,Medium emissions,1.7893677,Medium impact,2
New Mexico,NM,2060,ssp245,Medium emissions,0.5779431,Low impact,1
New York,NY,2060,ssp245,Medium emissions,2.070628,Medium impact,2
North Carolina,NC,2060,ssp245,Medium emissions,1.3929582,Medium impact,2
North Dakota,ND,2060,ssp245,Medium emissions,3.0172226,High impact,3
Ohio,OH,2060,ssp245,Medium emissions,2.009143,Medium impact,2
Oklahoma,OK,2060,ssp245,Medium emissions,0.8109741,Low impact,1
Oregon,OR,2060,ssp245,Medium emissions,1.8403736,Medium impact,2
Pennsylvania,PA,2060,ssp245,Medium emissions,1.951622,Medium impact,2
Rhode Island,RI,2060,ssp245,Medium emissions,1.8859558,Medium impact,2
South Carolina,SC,2060,ssp245,Medium emissions,1.1369585,Low impact,1
South Dakota,SD,2060,ssp245,Medium emissions,1.5663774,Medium impact,2
Tennessee,TN,2060,ssp245,Medium emissions,1.4439225,Medium impact,2
Texas,TX,2060,ssp245,Medium emissions,1.1059185,Low impact,1
Utah,UT,2060,ssp245,Medium emissions,0.5152147,Low impact,1
Vermont,VT,2060,ssp245,Medium emissions,2.324768,High impact,3
Virginia,VA,2060,ssp245,Medium emissions,1.7050018,Medium impact,2
Washington,WA,2060,ssp245,Medium emissions,2.4191935,High impact,3
West Virginia,WV,2060,ssp245,Medium emissions,1.77754,Medium impact,2
Wisconsin,WI,2060,ssp245,Medium emissions,2.3011692,Medium impact,2
Wyoming,WY,2060,ssp245,Medium emissions,0.83440655,Low impact,1
Alabama,AL,2070,ssp245,Medium emissions,2.7886658,High impact,3
Alaska,AK,2070,ssp245,Medium emissions,2.2444558,Medium impact,2
Arizona,AZ,2070,ssp245,Medium emissions,1.76297,Medium impact,2
Arkansas,AR,2070,ssp245,Medium emissions,2.3506927,High impact,3
California,CA,2070,ssp245,Medium emissions,0.72902817,Low impact,1
Colorado,CO,2070,ssp245,Medium emissions,1.8437866,Medium impact,2
Connecticut,CT,2070,ssp245,Medium emissions,1.7672119,Medium impact,2
Delaware,DE,2070,ssp245,Medium emissions,2.0512085,Medium impact,2
Florida,FL,2070,ssp245,Medium emissions,2.4270673,High impact,3
Georgia,GA,2070,ssp245,Medium emissions,2.6832123,High impact,3
Hawaii,HI,2070,ssp245,Medium emissions,0.68382263,Low impact,1
Idaho,ID,2070,ssp245,Medium emissions,0.6317261,Low impact,1
Illinois,IL,2070,ssp245,Medium emissions,1.9147644,Medium impact,2
Indiana,IN,2070,ssp245,Medium emissions,1.9740067,Medium impact,2
Iowa,IA,2070,ssp245,Medium emissions,1.8464161,Medium impact,2
Kansas,KS,2070,ssp245,Medium emissions,2.6375122,High impact,3
Kentucky,KY,2070,ssp245,Medium emissions,2.2975116,Medium impact,2
Louisiana,LA,2070,ssp245,Medium emissions,3.172699,High impact,3
Maine,ME,2070,ssp245,Medium emissions,1.3994955,Medium impact,2
Maryland,MD,2070,ssp245,Medium emissions,2.1777446,Medium impact,2
Massachusetts,MA,2070,ssp245,Medium emissions,1.7691803,Medium impact,2
Michigan,MI,2070,ssp245,Medium emissions,1.8223994,Medium impact,2
Minnesota,MN,2070,ssp245,Medium emissions,1.6435097,Medium impact,2
Mississippi,MS,2070,ssp245,Medium emissions,2.8708,High impact,3
Missouri,MO,2070,ssp245,Medium emissions,2.0077996,Medium impact,2
Montana,MT,2070,ssp245,Medium emissions,0.5403234,Low impact,1
Nebraska,NE,2070,ssp245,Medium emissions,2.0634353,Medium impact,2
Nevada,NV,2070,ssp245,Medium emissions,0.96913403,Low impact,1
New Hampshire,NH,2070,ssp245,Medium emissions,1.67453,Medium impact,2
New Jersey,NJ,2070,ssp245,Medium emissions,1.8660889,Medium impact,2
New Mexico,NM,2070,ssp245,Medium emissions,2.395138,High impact,3
New York,NY,2070,ssp245,Medium emissions,1.876475,Medium impact,2
North Carolina,NC,2070,ssp245,Medium emissions,2.3513572,High impact,3
North Dakota,ND,2070,ssp245,Medium emissions,0.9116731,Low impact,1
Ohio,OH,2070,ssp245,Medium emissions,2.0970337,Medium impact,2
Oklahoma,OK,2070,ssp245,Medium emissions,3.042619,High impact,3
Oregon,OR,2070,ssp245,Medium emissions,0.7718325,Low impact,1
Pennsylvania,PA,2070,ssp245,Medium emissions,2.029644,Medium impact,2
Rhode Island,RI,2070,ssp245,Medium emissions,1.6747437,Medium impact,2
South Carolina,SC,2070,ssp245,Medium emissions,2.438446,High impact,3
South Dakota,SD,2070,ssp245,Medium emissions,0.91690063,Low impact,1
Tennessee,TN,2070,ssp245,Medium emissions,2.388375,High impact,3
Texas,TX,2070,ssp245,Medium emissions,3.2362385,High impact,3
Utah,UT,2070,ssp245,Medium emissions,1.4365387,Medium impact,2
Vermont,VT,2070,ssp245,Medium emissions,1.747701,Medium impact,2
Virginia,VA,2070,ssp245,Medium emissions,2.2802734,Medium impact,2
Washington,WA,2070,ssp245,Medium emissions,0.5002584,Low impact,1
West Virginia,WV,2070,ssp245,Medium emissions,2.2994647,Medium impact,2
Wisconsin,WI,2070,ssp245,Medium emissions,1.7365505,Medium impact,2
Wyoming,WY,2070,ssp245,Medium emissions,1.0614586,Low impact,1
Alabama,AL,2080,ssp245,Medium emissions,1.7587374,Medium impact,2
Alaska,AK,2080,ssp245,Medium emissions,3.0694938,High impact,3
Arizona,AZ,2080,ssp245,Medium emissions,1.8644608,Medium impact,2
Arkansas,AR,2080,ssp245,Medium emissions,2.6838899,High impact,3
California,CA,2080,ssp245,Medium emissions,2.4017756,High impact,3
Colorado,CO,2080,ssp245,Medium emissions,1.9294876,Medium impact,2
Connecticut,CT,2080,ssp245,Medium emissions,2.4691162,High impact,3
Delaware,DE,2080,ssp245,Medium emissions,2.3730469,High impact,3
Florida,FL,2080,ssp245,Medium emissions,1.3423767,Medium impact,2
Georgia,GA,2080,ssp245,Medium emissions,1.6984253,Medium impact,2
Hawaii,HI,2080,ssp245,Medium emissions,0.7967377,Low impact,1
Idaho,ID,2080,ssp245,Medium emissions,3.382875,High impact,3
